Оценка выполненной работы руководителем,Факт выполнения плана (%),Количество часов работы,Число продаж страхований авто,Число продаж страхований имущества,Число дней больничного,Число дней отпуска,Возраст,Стаж работы (лет),Уровень образования,Пол,Отдел,Зарплата,Премия
3.8,53,81,37,12,5,24,61,32,PhD,Female,Sales,75142,44500.0
7.8,49,186,29,28,13,13,22,9,Bachelor,Female,HR,62057,62300.0
1.2,46,120,13,3,17,3,64,23,PhD,Female,IT,98583,10000.0
7.5,45,263,30,2,11,6,49,4,High School,Female,Finance,67071,33500.0
5.8,63,110,27,8,6,19,57,32,Bachelor,Female,Finance,71388,38500.0
8.2,21,227,39,15,13,22,48,7,Bachelor,Male,Marketing,33302,36200.0
3.4,34,93,46,2,19,14,58,6,PhD,Male,Sales,64662,14000.0
3.5,76,258,11,26,10,2,44,11,Bachelor,Female,Finance,61047,57800.0
9.6,79,255,29,2,20,5,42,39,PhD,Male,Sales,79783,29900.0
3.0,4,275,6,5,19,18,64,36,Master,Male,Sales,43012,10000.0
2.7,82,209,5,19,3,22,31,1,PhD,Male,Sales,119111,35500.0
6.5,62,173,40,10,4,14,26,18,High School,Female,Finance,104275,64600.0
6.2,4,94,15,17,16,0,36,15,PhD,Female,IT,62730,22100.0
3.2,39,177,33,8,8,9,64,1,Bachelor,Male,Marketing,77717,38100.0
5.3,10,275,38,7,11,7,59,3,High School,Male,HR,89206,33100.0
3.0,79,152,48,18,2,5,40,7,Bachelor,Female,Marketing,39789,95700.0
5.5,0,242,43,24,1,24,42,25,PhD,Male,Sales,31499,64000.0
4.9,41,191,16,16,13,15,41,40,PhD,Male,Sales,46306,21100.0
6.9,17,155,26,25,19,20,26,14,PhD,Male,HR,99528,24400.0
2.7,16,97,4,29,15,13,21,24,High School,Female,IT,39661,14700.0
7.7,100,212,22,0,14,16,27,26,Master,Male,Marketing,108288,23400.0
2.9,34,238,45,13,1,10,40,22,PhD,Male,HR,44978,68500.0
8.7,60,84,9,8,0,20,28,28,Bachelor,Female,HR,55190,36400.0
7.0,27,262,17,11,1,26,44,8,PhD,Male,HR,105537,27600.0
4.6,89,145,7,5,4,13,62,18,High School,Male,Sales,41524,29400.0
5.3,62,228,43,13,5,5,63,0,PhD,Male,Finance,68327,76700.0
5.0,86,124,14,0,19,21,64,22,High School,Male,HR,38011,10000.0
7.8,8,83,10,9,5,19,45,10,Master,Female,Finance,100635,12500.0
9.1,22,212,17,8,17,9,55,5,High School,Male,Sales,93253,10800.0
5.7,14,185,6,9,3,15,41,14,PhD,Female,HR,111935,14100.0
6.1,92,181,47,12,3,24,52,16,High School,Female,Sales,46182,74800.0
1.4,54,201,49,7,7,2,20,28,Master,Male,Marketing,79345,62500.0
4.4,70,262,42,30,12,18,34,18,PhD,Female,IT,62004,74800.0
4.9,23,247,40,4,6,7,29,9,Master,Female,Finance,60364,43700.0
5.9,3,219,15,9,2,21,34,30,Bachelor,Male,Sales,54120,16200.0
9.2,97,295,9,25,16,14,64,11,PhD,Female,IT,92445,48000.0
5.4,37,190,48,6,9,25,36,2,PhD,Male,IT,117213,35900.0
2.6,80,200,13,0,0,20,61,35,High School,Male,Finance,34817,22200.0
9.1,58,81,6,4,13,9,49,0,PhD,Female,Finance,95156,12600.0
5.5,49,82,32,0,1,15,46,27,High School,Female,Sales,74175,40700.0
2.9,71,151,47,0,18,27,60,24,PhD,Male,HR,100524,11100.0
5.6,41,275,34,27,15,14,43,19,PhD,Male,Finance,116220,54000.0
4.4,44,183,32,25,8,18,21,4,PhD,Female,Finance,50545,57500.0
1.0,82,150,12,28,0,22,41,17,High School,Female,IT,63504,58600.0
1.6,39,161,9,19,12,20,25,8,PhD,Male,Finance,33012,10000.0
7.0,50,170,29,24,6,18,47,23,Bachelor,Male,IT,58626,64000.0
8.8,2,268,17,22,17,28,65,40,PhD,Female,HR,41855,10000.0
6.2,0,273,36,19,5,21,45,16,Master,Male,Finance,36261,45900.0
3.4,71,133,9,25,16,25,23,33,Bachelor,Male,Sales,79453,17600.0
7.3,82,252,23,26,7,3,25,18,PhD,Female,Finance,114997,84200.0
4.1,89,107,22,10,9,12,64,33,Bachelor,Female,Marketing,109592,41900.0
3.2,76,299,50,6,2,19,30,28,Master,Female,Sales,43421,65200.0
5.5,88,192,8,18,19,19,26,33,High School,Male,Finance,81544,15400.0
1.4,94,287,36,2,18,1,34,19,PhD,Female,Finance,36468,33000.0
8.0,7,138,0,0,9,19,43,10,Bachelor,Female,Sales,62300,10000.0
4.3,45,278,46,3,3,7,53,22,High School,Female,Finance,74389,59600.0
3.0,41,120,44,7,17,20,34,33,High School,Male,HR,61857,18800.0
9.9,62,137,37,7,13,8,57,0,Bachelor,Female,HR,73171,51900.0
2.5,90,214,0,1,4,26,54,1,Bachelor,Female,IT,66958,10000.0
8.6,53,236,5,17,12,1,47,25,Bachelor,Male,Sales,72853,38600.0
1.4,54,119,48,25,3,0,52,36,Bachelor,Female,HR,42269,98500.0
6.3,83,299,22,8,10,11,36,15,Bachelor,Female,Marketing,102438,40500.0
9.2,6,281,42,25,6,19,63,31,Master,Male,HR,115560,68700.0
4.8,24,235,10,7,5,12,51,28,Master,Female,HR,31033,15300.0
9.2,52,195,41,6,0,6,50,13,High School,Male,IT,72701,78000.0
8.7,80,200,28,23,7,25,55,10,High School,Female,Finance,111893,64900.0
4.1,34,281,16,25,15,17,60,1,Bachelor,Female,HR,40346,24900.0
4.4,97,294,14,20,2,28,27,31,PhD,Male,IT,30269,49900.0
7.5,14,145,23,30,19,7,23,0,Master,Female,Sales,118608,42200.0
9.7,57,136,43,21,12,20,55,24,PhD,Female,Finance,97694,67000.0
7.2,47,168,45,8,18,25,60,16,High School,Male,Sales,82269,24500.0
2.0,33,137,6,7,6,7,55,18,High School,Male,Finance,87825,11400.0
7.4,7,242,34,12,2,11,50,24,Master,Female,Marketing,44102,53900.0
7.2,1,118,49,0,12,2,27,10,PhD,Female,HR,62898,37700.0
4.9,42,204,37,23,9,6,28,38,Master,Female,HR,56201,69900.0
1.7,65,119,31,5,8,17,47,19,Master,Female,IT,57180,28400.0
3.3,12,233,3,21,16,17,41,15,Master,Male,IT,80869,10000.0
7.6,90,267,6,1,3,24,60,1,High School,Female,Sales,52292,19700.0
9.4,1,237,26,14,9,19,41,32,Bachelor,Male,Marketing,87793,29100.0
2.9,79,221,26,5,20,25,24,14,High School,Male,IT,103550,10000.0
1.2,87,173,47,19,15,27,37,31,Master,Female,IT,32051,47000.0
6.3,51,208,2,3,10,25,45,38,High School,Male,IT,34096,10000.0
2.1,37,88,22,8,2,15,58,16,High School,Female,IT,69021,30300.0
8.4,90,105,4,25,19,17,44,17,Bachelor,Female,IT,66053,30300.0
1.4,5,157,36,27,19,21,23,33,High School,Female,HR,51917,21800.0
3.4,82,245,2,9,17,18,50,7,PhD,Male,Sales,89097,10000.0
9.3,23,93,33,5,14,28,25,26,High School,Female,IT,64465,10000.0
2.6,64,299,44,6,12,3,45,25,Master,Male,Finance,39348,50400.0
6.9,79,112,13,4,19,14,55,37,Bachelor,Female,IT,35552,10000.0
5.4,16,179,3,27,18,10,64,4,Master,Male,Finance,81012,13100.0
7.3,87,290,49,28,8,18,27,18,Bachelor,Female,HR,113207,97700.0
3.8,52,136,10,9,10,4,47,32,PhD,Male,IT,71669,22700.0
4.8,90,90,5,2,6,5,26,9,High School,Female,Sales,103610,27600.0
4.5,38,169,9,16,0,8,39,3,Master,Female,Finance,117074,45400.0
1.8,97,158,26,25,3,0,33,26,Bachelor,Male,HR,104643,90200.0
2.4,26,239,36,12,0,1,58,19,Bachelor,Female,Marketing,56697,65600.0
4.4,91,186,32,25,4,23,57,37,High School,Female,HR,33767,74600.0
6.9,4,202,26,17,6,6,45,35,Master,Female,Marketing,89452,48500.0
1.7,18,127,30,23,6,7,28,29,High School,Female,Sales,117346,54300.0
5.7,75,140,3,19,4,15,49,16,Bachelor,Male,Finance,81733,42400.0
9.0,2,194,33,9,8,6,23,16,Master,Female,IT,60704,43100.0
1.9,19,140,18,28,12,21,21,8,PhD,Male,Sales,67502,24500.0
2.8,21,198,34,1,17,11,50,10,High School,Male,IT,46297,10000.0
8.0,96,184,30,19,15,28,56,37,Master,Female,IT,114398,45300.0
3.9,41,293,20,5,10,22,58,16,PhD,Male,Finance,95695,10000.0
2.3,86,162,50,1,9,8,34,3,High School,Female,Marketing,104579,55900.0
7.4,52,94,16,8,0,24,50,38,High School,Female,Marketing,40873,34400.0
1.4,81,200,20,5,14,17,50,26,Master,Female,Sales,89783,10000.0
1.3,64,165,18,26,10,21,20,20,Master,Female,Marketing,100675,37800.0
5.3,37,257,50,0,16,11,24,7,High School,Female,IT,69578,28700.0
6.7,81,93,4,7,12,10,62,8,High School,Male,IT,95658,18200.0
6.3,2,199,23,17,18,23,62,11,Bachelor,Male,Finance,66111,10000.0
8.3,18,218,10,5,5,9,65,37,Master,Female,IT,34892,20500.0
4.2,72,221,44,3,13,8,48,7,PhD,Male,Marketing,68940,44500.0
8.3,5,193,25,0,12,22,65,14,High School,Female,Sales,106736,10000.0
9.3,36,128,42,7,18,4,57,40,Master,Male,Marketing,40664,41900.0
5.6,5,116,8,6,2,3,32,0,PhD,Female,Finance,79290,22700.0
3.3,7,201,39,9,9,4,36,9,PhD,Male,Finance,60446,39200.0
10.0,43,110,11,23,7,27,62,28,Master,Male,Finance,35197,37400.0
3.1,18,127,45,22,6,23,56,29,Master,Male,Sales,41875,54600.0
6.5,28,227,21,11,10,17,58,28,PhD,Female,HR,73712,21900.0
9.8,30,247,7,23,14,5,37,17,High School,Female,HR,65140,37100.0
3.6,23,93,48,23,1,8,41,27,Master,Male,Sales,116456,86600.0
1.6,89,152,48,13,15,26,42,11,Master,Male,HR,65577,41400.0
9.8,5,113,48,5,17,8,54,21,Master,Male,Marketing,34621,34600.0
4.6,17,290,43,1,13,16,47,24,PhD,Male,Marketing,100751,16800.0
4.1,31,262,31,9,20,15,51,7,Master,Female,Finance,42807,10000.0
2.8,12,248,27,24,17,26,25,39,Bachelor,Male,Finance,94578,12200.0
5.1,91,97,13,17,4,6,45,28,PhD,Male,HR,38242,62000.0
1.1,21,143,46,21,18,26,39,35,High School,Female,Finance,96441,24000.0
9.9,75,101,45,8,9,9,62,11,Bachelor,Female,Marketing,83265,72300.0
6.8,28,208,22,18,19,25,65,19,PhD,Male,Sales,112198,10000.0
9.7,73,106,40,10,13,12,36,29,PhD,Male,IT,76212,58300.0
6.1,13,143,29,19,12,0,49,0,Master,Male,Finance,52631,49600.0
6.1,66,108,33,8,9,26,22,3,Master,Male,Marketing,65515,33000.0
3.6,72,80,44,28,4,5,54,22,PhD,Female,IT,70184,101800.0
2.2,2,145,49,25,3,3,23,0,Bachelor,Male,IT,72179,82500.0
8.2,78,298,1,3,13,20,38,12,High School,Male,Marketing,118557,10000.0
7.9,44,94,44,13,10,10,29,40,Master,Male,IT,95639,62500.0
3.6,48,163,2,13,5,2,48,13,Master,Male,Marketing,59225,31100.0
9.8,66,262,30,20,15,14,47,3,PhD,Male,IT,68329,55400.0
5.2,13,268,34,26,18,28,51,25,Bachelor,Female,Marketing,81418,23300.0
9.9,50,249,7,29,1,1,54,23,Bachelor,Male,Sales,95958,82300.0
4.9,69,167,7,10,14,17,63,26,High School,Male,IT,104627,10000.0
2.3,96,297,22,12,15,9,22,37,PhD,Male,Marketing,48500,34400.0
3.8,68,237,44,12,16,13,58,2,High School,Male,IT,59866,45000.0
8.7,29,219,36,5,13,11,28,34,Master,Female,Sales,82993,32600.0
8.0,37,291,43,24,11,6,31,5,Master,Male,IT,105705,78100.0
2.8,79,224,49,10,10,2,24,18,High School,Male,Finance,91807,71300.0
5.2,82,217,37,21,7,7,58,15,High School,Female,Sales,105113,82500.0
8.0,69,217,38,28,0,22,60,28,PhD,Male,Marketing,91334,94700.0
1.2,20,130,3,21,8,20,53,30,Master,Male,HR,92287,10000.0
1.0,34,273,44,24,15,2,53,18,High School,Male,IT,54762,60200.0
3.2,41,249,19,8,6,28,61,38,Master,Female,Sales,95639,10000.0
2.4,33,172,14,8,20,11,37,1,PhD,Male,Sales,107491,10000.0
7.9,51,151,42,30,18,23,40,10,PhD,Male,Finance,49679,59100.0
4.5,66,181,48,21,9,0,50,0,Bachelor,Male,HR,77559,90300.0
1.2,53,190,21,8,14,21,51,33,Bachelor,Male,IT,41548,10000.0
6.3,2,145,20,10,20,15,36,21,Master,Male,HR,107969,10000.0
9.1,87,235,10,22,14,6,37,24,PhD,Female,Sales,56798,53300.0
7.4,47,156,8,18,11,16,62,17,Bachelor,Female,HR,81385,25900.0
9.2,15,113,15,26,18,6,50,1,Bachelor,Female,HR,76958,34900.0
5.8,45,175,17,5,7,4,50,16,Bachelor,Female,Sales,97826,31600.0
8.1,16,239,1,15,14,8,60,37,Master,Female,IT,74221,10000.0
5.1,69,120,2,0,7,14,37,33,High School,Male,Marketing,60528,10000.0
7.7,61,240,2,13,4,8,46,13,Master,Female,Finance,32139,39200.0
6.1,79,291,41,15,13,18,41,21,Bachelor,Female,Finance,35296,55400.0
9.6,93,265,40,23,13,0,56,19,High School,Female,Finance,76259,95600.0
7.5,92,190,5,24,20,27,46,34,Master,Male,Finance,112025,16600.0
8.6,99,103,29,5,18,5,61,27,Bachelor,Male,Marketing,66821,42400.0
1.8,30,131,37,15,6,9,53,13,Master,Male,IT,107365,51100.0
5.1,51,152,47,22,10,23,39,18,PhD,Female,Finance,94467,62500.0
3.3,18,230,38,0,17,9,25,40,Master,Female,HR,66397,10000.0
2.1,69,255,16,8,14,25,56,32,Master,Female,Finance,61819,10000.0
6.3,53,166,24,10,13,27,26,9,Master,Female,Finance,83936,14500.0
2.1,91,174,23,7,4,26,44,1,PhD,Male,Sales,48264,31000.0
7.6,26,217,28,0,19,28,58,20,PhD,Female,HR,103569,10000.0
8.5,19,152,0,18,16,26,60,12,High School,Female,HR,107836,10000.0
3.0,24,102,10,18,8,14,56,27,High School,Male,Marketing,46527,20200.0
5.3,10,265,9,28,12,28,28,32,High School,Male,Sales,101005,12600.0
4.9,18,81,1,12,4,3,25,20,PhD,Female,Marketing,107414,23200.0
5.0,14,166,37,25,3,4,45,34,PhD,Female,HR,110315,78700.0
4.6,54,280,2,15,14,4,50,16,Master,Male,HR,54498,17900.0
3.9,39,155,19,6,14,1,26,28,Master,Male,Sales,55428,18500.0
3.7,75,186,28,15,5,2,38,30,PhD,Male,Sales,63474,68400.0
3.4,7,257,10,19,2,15,56,33,High School,Male,Marketing,114152,28400.0
3.6,88,123,17,14,3,26,52,5,Master,Male,IT,106830,39600.0
2.3,53,192,5,22,6,5,59,27,Bachelor,Female,HR,36249,41500.0
5.6,70,204,20,23,17,25,54,28,PhD,Male,IT,67389,27700.0
7.4,78,218,7,21,9,26,24,35,Bachelor,Male,IT,54728,32700.0
8.2,68,242,31,27,8,6,24,10,Bachelor,Male,Sales,65990,86300.0
2.4,31,299,7,25,7,3,64,39,Master,Female,Marketing,67207,41600.0
9.7,80,240,2,9,16,20,31,3,PhD,Female,Marketing,74192,10000.0
2.9,9,200,5,13,3,19,20,40,High School,Female,Finance,77027,10000.0
8.5,20,139,34,24,6,11,25,34,Master,Male,Marketing,53230,70000.0
3.0,26,263,44,6,8,1,55,35,High School,Female,Marketing,70210,49800.0
2.4,71,283,1,7,12,18,45,9,Bachelor,Male,Finance,66008,10000.0
4.6,97,118,17,27,8,14,39,21,PhD,Male,HR,113270,65800.0
1.1,64,122,35,30,7,22,23,23,Bachelor,Female,Finance,47018,65400.0
5.5,93,225,37,9,17,9,42,34,PhD,Male,Marketing,67736,46400.0
1.7,32,133,26,12,14,21,64,33,High School,Male,Sales,103715,10000.0
3.3,41,190,1,8,19,25,25,28,High School,Female,Sales,50382,10000.0
7.4,7,206,33,15,8,7,35,25,Master,Female,Sales,88955,49400.0
7.7,75,104,28,5,6,6,28,24,Master,Female,Finance,71349,55400.0
1.6,95,129,43,29,5,22,63,20,Master,Female,Sales,107769,86200.0
8.6,87,101,24,9,10,2,33,4,PhD,Male,HR,34338,58800.0
7.3,33,81,19,23,13,25,30,34,Master,Female,Sales,45992,27000.0
1.0,70,100,22,1,3,1,64,38,PhD,Male,Marketing,86456,39500.0
8.8,79,207,12,24,15,27,63,27,Master,Male,Marketing,64723,32300.0
7.1,17,212,8,7,7,27,63,36,Bachelor,Female,Sales,104671,10000.0
9.7,38,277,35,29,11,3,57,31,Bachelor,Female,HR,51595,84300.0
4.5,9,207,46,11,8,9,32,30,Master,Male,IT,79255,49200.0
8.9,9,233,31,17,6,9,24,32,Master,Male,IT,75946,56000.0
5.2,40,250,33,30,14,26,43,39,PhD,Male,Finance,55736,46400.0
2.1,40,279,29,13,13,18,51,8,Master,Female,IT,112693,20700.0
6.5,97,238,18,14,11,5,36,19,High School,Female,Marketing,111372,54100.0
9.5,35,173,7,12,3,19,61,19,High School,Female,Marketing,42879,29500.0
3.9,40,145,18,30,6,11,44,17,Bachelor,Female,IT,49986,59800.0
9.3,32,275,7,11,7,7,33,35,PhD,Male,Marketing,51585,30700.0
4.0,98,221,35,12,8,13,45,7,PhD,Female,Marketing,35647,61400.0
5.4,52,274,1,0,4,15,42,40,PhD,Male,Finance,36547,10000.0
6.7,38,106,34,1,18,5,52,22,Master,Female,Finance,72801,19300.0
7.0,31,241,21,8,12,20,59,19,PhD,Male,IT,49135,12300.0
3.1,91,185,34,11,1,24,23,37,Master,Male,IT,111921,58000.0
7.8,70,162,3,11,12,7,56,31,High School,Male,Sales,38709,25100.0
4.0,33,271,29,17,17,24,24,12,Master,Female,Finance,34616,14400.0
2.8,48,144,16,26,8,6,65,34,High School,Female,Finance,101573,53000.0
9.4,89,211,27,11,3,21,33,15,Bachelor,Female,IT,113223,62000.0
7.3,96,269,9,6,14,10,50,34,Bachelor,Male,IT,94871,23400.0
2.0,69,119,0,12,15,9,36,36,PhD,Male,Marketing,100487,10000.0
2.0,33,91,14,8,5,3,49,4,PhD,Male,Sales,70983,26900.0
7.9,42,161,11,0,19,19,39,34,PhD,Male,HR,94469,10000.0
5.0,21,145,42,9,13,2,41,15,High School,Male,HR,76243,43800.0
1.2,12,203,48,26,7,27,28,2,PhD,Male,Finance,75679,52000.0
4.2,3,98,46,18,16,0,22,34,High School,Male,IT,100385,50300.0
2.9,50,171,14,9,3,14,54,33,Master,Female,IT,105434,28300.0
1.9,60,93,45,17,16,7,52,16,Bachelor,Female,IT,53349,53300.0
8.0,1,172,31,23,3,21,63,11,Bachelor,Female,Sales,64063,54800.0
2.4,49,259,6,5,10,2,55,32,Bachelor,Male,Finance,68428,11000.0
7.8,63,288,23,13,2,28,22,9,PhD,Male,HR,62920,45000.0
8.9,29,145,13,14,15,22,52,27,Bachelor,Male,Sales,87427,10000.0
5.4,78,204,8,29,16,0,45,0,High School,Female,Marketing,98454,53700.0
2.7,59,182,3,24,12,26,47,2,Master,Female,Sales,56663,12100.0
1.9,11,215,15,26,13,16,31,26,Bachelor,Male,Sales,80411,19100.0
1.5,87,219,16,11,6,3,55,1,Master,Female,IT,59833,46600.0
4.0,28,208,27,21,7,14,32,5,PhD,Female,Finance,105721,46900.0
4.6,11,181,47,25,11,1,26,11,High School,Male,Sales,93401,74000.0
1.9,11,137,47,20,14,6,48,27,Master,Male,Sales,58031,50100.0
6.3,55,195,44,29,7,28,52,8,Bachelor,Female,HR,102111,74600.0
4.7,32,265,17,1,5,5,39,18,PhD,Female,IT,116343,22500.0
4.6,26,144,2,7,7,4,39,1,Bachelor,Male,HR,102961,11500.0
7.3,100,92,2,21,0,5,37,16,Master,Female,Marketing,109884,73100.0
7.1,45,267,44,20,6,22,22,12,Bachelor,Female,Sales,96190,67700.0
1.7,96,120,42,3,6,21,52,29,High School,Female,Finance,81482,45700.0
5.2,6,194,46,18,3,1,27,40,Master,Male,HR,54077,78200.0
1.8,39,279,17,17,10,10,62,21,High School,Male,HR,60504,27800.0
8.2,47,153,16,12,2,11,52,14,High School,Female,Finance,117067,49500.0
5.6,27,189,2,22,3,8,38,17,Bachelor,Male,HR,63030,40300.0
3.0,3,205,37,14,0,21,51,6,High School,Male,IT,91168,43900.0
3.7,33,196,35,1,6,18,61,30,PhD,Female,Finance,48382,23800.0
4.3,79,293,12,10,20,16,23,40,Bachelor,Female,Marketing,95664,10000.0
8.7,59,199,49,2,11,1,41,21,High School,Female,Marketing,106768,64100.0
5.7,13,170,49,4,1,16,25,11,Bachelor,Female,Sales,31521,52300.0
1.1,19,144,27,10,10,20,41,27,Master,Male,Finance,100744,10000.0
4.6,50,297,32,12,15,1,32,37,Bachelor,Female,Sales,64065,43200.0
7.9,14,295,23,12,15,6,42,28,PhD,Female,IT,77722,25000.0
3.6,71,211,1,15,9,23,27,37,Bachelor,Male,IT,108943,11000.0
6.7,52,292,46,22,19,13,43,7,PhD,Female,Sales,53037,57000.0
7.2,75,119,50,14,13,2,60,35,Bachelor,Male,Marketing,46060,79900.0
2.9,94,194,5,11,12,26,61,28,PhD,Female,Sales,92201,10000.0
8.2,93,276,14,30,5,26,63,38,High School,Male,Finance,58579,67300.0
2.3,99,186,31,20,19,9,62,21,PhD,Female,HR,58465,48300.0
7.4,86,278,35,24,17,2,28,13,PhD,Female,IT,33668,75600.0
3.8,54,193,29,4,5,21,52,23,PhD,Male,Finance,83470,27800.0
2.2,10,171,26,7,6,6,56,21,Master,Male,Marketing,106367,25900.0
5.0,79,168,6,1,17,1,58,28,Master,Male,Sales,54164,10000.0
6.9,89,94,20,6,3,13,32,23,High School,Male,IT,114743,50500.0
8.9,1,192,26,23,4,13,33,32,High School,Male,HR,106942,57600.0
8.4,41,281,20,8,19,13,48,22,High School,Male,Sales,64654,10100.0
8.4,8,232,37,21,9,21,32,8,Bachelor,Female,HR,98727,48700.0
5.7,35,245,45,15,15,14,49,19,PhD,Female,HR,35569,45400.0
5.3,25,198,31,1,13,4,53,39,Bachelor,Male,IT,88015,20600.0
9.6,4,100,48,17,12,19,51,28,PhD,Female,IT,36882,50900.0
9.2,72,144,14,2,18,28,27,16,Master,Male,Marketing,34754,10000.0
6.4,83,229,4,15,5,20,44,31,Master,Female,HR,41120,34200.0
6.1,37,286,17,10,14,8,21,33,Master,Female,Finance,39654,19300.0
3.4,67,282,45,6,9,5,43,38,PhD,Female,Marketing,112413,57900.0
7.5,23,251,20,10,6,2,48,9,Bachelor,Male,Finance,92458,42900.0
6.5,85,257,31,1,2,18,37,32,Master,Female,HR,75973,49000.0
2.1,84,256,34,20,6,21,51,13,High School,Female,Finance,56777,60400.0
3.5,6,232,10,30,3,26,60,15,Master,Female,Finance,96892,31800.0
4.5,10,165,48,11,4,12,29,21,High School,Female,Sales,105048,56500.0
7.4,75,185,0,23,17,10,50,28,Bachelor,Male,Sales,118390,27800.0
9.1,44,248,24,17,9,5,42,20,Bachelor,Female,Finance,109766,57900.0
1.7,95,182,32,6,17,22,43,39,PhD,Female,Sales,63111,16900.0
7.6,87,125,22,3,13,1,27,2,Bachelor,Female,IT,39938,40800.0
4.2,80,94,4,18,3,22,62,4,High School,Male,Sales,68535,35400.0
7.7,6,242,5,11,6,28,26,32,High School,Male,Finance,87630,10000.0
6.3,16,288,26,6,18,22,55,0,PhD,Female,Marketing,74445,10000.0
8.5,61,216,33,5,0,11,51,17,High School,Male,Sales,42086,64800.0
6.7,14,159,43,3,7,24,44,29,Master,Female,HR,32406,27100.0
5.2,48,230,45,15,1,18,30,21,PhD,Male,Finance,60854,72300.0
3.5,39,113,7,26,0,25,62,9,High School,Female,IT,85756,39700.0
4.1,48,101,47,19,4,11,63,21,Bachelor,Female,Finance,53905,79100.0
4.0,92,215,29,9,8,15,59,15,Bachelor,Female,Finance,115235,47100.0
5.0,73,116,39,17,9,5,56,24,Bachelor,Female,HR,107158,73400.0
2.0,71,112,44,11,9,8,48,29,High School,Female,Marketing,58884,59800.0
2.4,40,233,5,15,16,1,58,6,PhD,Female,Finance,34856,11300.0
7.4,63,143,2,6,4,13,58,28,PhD,Male,Finance,106520,23700.0
1.3,77,227,34,6,3,10,45,11,Master,Female,Sales,84006,52700.0
7.0,91,239,13,27,18,7,28,28,Master,Female,Sales,84487,51800.0
3.5,64,183,37,16,5,16,24,34,Bachelor,Female,IT,84822,61200.0
6.1,96,101,45,10,15,4,23,34,High School,Female,Finance,96226,67000.0
9.9,27,184,15,8,11,25,56,9,High School,Female,IT,114633,10000.0
7.2,97,262,2,22,2,9,44,6,High School,Male,Finance,84605,65500.0
7.1,66,102,20,3,7,23,25,34,High School,Male,HR,66652,21500.0
5.9,81,109,15,15,18,7,65,24,PhD,Female,Marketing,89353,30600.0
8.6,80,93,22,26,18,11,57,26,Master,Male,IT,93510,55200.0
4.9,87,103,32,3,1,22,44,35,High School,Male,Finance,101699,48400.0
5.3,71,88,35,28,13,9,62,29,PhD,Female,Sales,98565,73900.0
8.5,98,278,37,29,4,23,27,39,Bachelor,Female,HR,101246,95900.0
4.5,94,151,44,24,7,26,47,1,Bachelor,Female,Finance,91138,77200.0
2.5,72,251,31,14,5,2,50,16,High School,Male,Finance,95264,66600.0
3.4,69,258,40,8,19,11,55,9,Master,Female,Marketing,84790,30500.0
9.2,58,169,19,21,5,10,23,37,Bachelor,Female,IT,76650,66300.0
9.0,78,256,29,19,15,9,47,37,Master,Female,HR,47577,59900.0
5.5,74,221,32,4,16,27,28,20,High School,Male,HR,49388,12200.0
6.6,3,178,11,8,10,20,46,33,Master,Male,IT,101618,10000.0
9.8,31,86,20,4,20,8,20,9,Master,Male,HR,82503,10000.0
8.5,39,89,5,26,16,16,51,13,Master,Female,Marketing,38986,24700.0
9.2,51,191,46,27,1,22,49,19,PhD,Female,HR,71255,96200.0
5.6,26,129,34,2,1,20,24,17,PhD,Female,Marketing,88936,34000.0
8.1,85,245,17,17,20,1,61,10,Bachelor,Female,HR,72574,43200.0
3.5,30,87,43,19,12,13,57,36,Bachelor,Female,IT,61358,50500.0
7.7,19,236,32,28,16,26,64,27,Bachelor,Male,IT,59616,37100.0
4.6,64,193,14,18,17,17,51,15,PhD,Female,Marketing,105255,18400.0
3.9,24,117,7,23,10,6,64,32,Master,Female,Sales,63968,30500.0
2.1,32,263,30,28,14,18,65,34,PhD,Male,Marketing,109230,39800.0
5.7,89,128,48,0,8,25,38,2,Master,Male,Marketing,56071,45100.0
4.8,1,293,36,13,6,24,29,14,PhD,Male,HR,33246,29400.0
3.6,96,118,0,20,13,18,25,38,PhD,Male,Finance,51988,22000.0
8.8,34,111,8,24,0,7,40,28,High School,Female,Marketing,56003,64800.0
5.3,28,198,44,14,4,21,43,2,Bachelor,Female,Marketing,49251,55000.0
3.2,80,113,37,29,8,7,60,1,High School,Female,Marketing,78162,87900.0
1.2,82,288,32,15,16,27,32,1,PhD,Female,Finance,78434,22500.0
4.2,97,257,34,2,1,20,35,20,High School,Female,HR,42771,52500.0
8.1,1,208,49,4,14,23,52,10,High School,Female,IT,48695,20500.0
2.1,63,144,13,22,8,6,42,14,High School,Male,HR,85730,47100.0
1.7,48,131,25,30,10,14,30,20,Bachelor,Female,Marketing,35991,53800.0
1.7,65,266,14,17,10,0,55,30,Bachelor,Female,Finance,40528,42400.0
2.4,19,135,27,19,12,17,35,40,High School,Female,HR,32259,25000.0
9.4,67,92,31,7,4,23,48,32,PhD,Male,HR,59697,49400.0
6.8,82,225,33,29,7,21,37,27,High School,Female,Sales,34618,79700.0
8.8,63,270,50,9,10,20,33,13,PhD,Female,Finance,105123,60000.0
3.4,58,109,16,9,20,25,53,12,High School,Male,Sales,78088,10000.0
7.1,92,183,23,24,12,2,27,38,Master,Female,HR,70571,74800.0
9.2,90,272,40,3,3,0,50,13,Bachelor,Female,Marketing,104716,83900.0
8.0,51,162,48,16,19,17,49,20,Bachelor,Male,IT,30470,48300.0
