Оценка выполненной работы руководителем,Факт выполнения плана (%),Количество часов работы,Число продаж страхований авто,Число продаж страхований имущества,Число дней больничного,Число дней отпуска,Премия
7.2,38,260,46,19,3,27,67300.0
1.3,97,164,41,11,20,28,21200.0
2.9,14,225,44,5,13,22,13500.0
3.1,45,248,38,21,0,23,66200.0
4.9,56,196,41,12,2,12,69600.0
9.8,56,183,27,10,6,18,48400.0
2.6,4,168,48,26,9,11,64400.0
1.5,40,136,15,3,15,12,10000.0
9.6,91,259,10,12,11,25,27500.0
2.8,78,283,41,19,1,19,77500.0
5.3,35,107,50,1,2,28,40600.0
9.9,16,247,30,6,8,17,30600.0
4.3,38,212,47,7,19,14,25500.0
9.4,12,286,28,5,3,26,25900.0
4.5,1,142,47,7,12,16,26800.0
4.3,52,203,29,12,12,7,40200.0
1.5,57,146,48,30,6,23,78100.0
9.4,16,248,36,7,1,21,47100.0
8.8,100,199,37,15,6,14,81100.0
9.8,92,187,34,24,17,8,75200.0
7.6,29,233,47,9,4,14,62400.0
1.8,36,157,42,0,8,10,30400.0
6.2,22,223,50,14,9,1,71000.0
9.6,19,183,36,3,12,10,31400.0
9.8,33,88,19,25,8,1,69000.0
1.9,87,246,48,16,2,3,94900.0
6.8,84,101,46,9,2,25,69300.0
4.7,4,111,47,28,14,2,69600.0
9.8,29,243,42,4,4,5,63300.0
9.1,91,297,45,13,13,26,58000.0
3.4,27,100,33,5,19,23,10000.0
5.4,44,258,10,7,10,16,10000.0
9.7,15,217,44,26,14,18,60900.0
6.9,65,94,29,10,6,0,65300.0
9.1,64,211,42,21,13,15,69900.0
1.6,7,158,26,21,20,0,22800.0
2.2,86,185,47,7,4,19,60700.0
6.8,80,229,18,19,14,13,43100.0
4.9,84,200,29,23,18,16,46500.0
9.5,18,85,20,4,14,0,22400.0
9.4,76,251,49,10,20,27,38600.0
3.8,16,154,47,28,11,25,54400.0
1.6,97,168,39,28,3,16,91300.0
3.3,14,213,14,9,13,16,10000.0
3.1,100,200,28,29,17,8,65700.0
8.2,48,281,30,26,17,10,55800.0
4.8,63,139,1,19,6,22,24000.0
3.8,17,266,46,29,19,2,62200.0
3.2,40,130,17,26,17,21,19400.0
6.7,28,242,35,10,17,20,17800.0
4.1,62,269,12,7,16,17,10000.0
1.9,72,151,25,5,2,23,30900.0
6.5,65,288,17,12,0,25,42500.0
7.9,22,231,15,4,6,6,25400.0
5.9,23,122,15,30,9,24,36700.0
2.7,38,242,21,12,2,14,37800.0
2.5,66,202,21,20,6,28,35800.0
6.0,60,251,45,14,3,3,87000.0
6.8,14,291,9,20,15,13,13800.0
9.3,16,106,13,8,14,9,11400.0
4.1,3,210,26,2,7,28,10000.0
1.6,80,189,36,18,1,10,78200.0
8.2,10,164,1,16,4,12,24400.0
7.9,6,122,0,9,17,13,10000.0
3.3,77,92,23,17,16,26,20200.0
1.6,5,214,3,18,20,19,10000.0
2.0,40,203,50,13,11,26,37500.0
1.2,68,143,34,4,13,11,25800.0
2.0,19,251,50,0,4,12,39700.0
5.8,3,152,7,22,3,25,21500.0
2.0,63,209,46,21,20,28,32400.0
5.1,87,220,24,6,2,0,65300.0
7.1,55,175,31,3,15,13,23200.0
5.4,67,142,48,22,5,2,99900.0
4.9,81,182,0,12,18,18,10000.0
8.1,11,138,50,21,11,8,71000.0
2.4,93,89,20,5,11,21,17200.0
6.0,83,256,40,3,6,21,48400.0
4.6,75,267,18,27,20,21,29200.0
8.3,59,198,49,9,19,14,44800.0
5.5,79,147,44,0,20,27,11700.0
9.9,71,171,7,20,5,4,64100.0
4.5,38,95,14,11,15,5,15900.0
5.6,94,106,44,7,6,19,62900.0
9.8,90,168,13,0,1,5,52600.0
8.5,70,271,34,25,16,17,60500.0
4.5,85,114,21,6,12,9,31500.0
4.0,77,209,50,23,5,5,100600.0
3.4,54,109,33,7,10,20,26500.0
5.2,99,241,45,8,20,19,38100.0
1.3,22,282,50,20,0,0,89200.0
3.7,61,178,12,3,7,14,14200.0
9.3,52,130,2,2,10,11,10000.0
2.1,2,284,22,21,14,17,13300.0
8.7,6,96,20,22,2,11,57200.0
5.4,78,289,12,15,12,26,18700.0
5.7,85,213,28,18,14,12,51900.0
7.1,89,261,29,5,16,3,42400.0
8.2,97,133,14,26,10,24,54500.0
2.8,3,114,36,15,15,6,29000.0
6.3,6,206,18,22,14,20,17400.0
2.8,10,112,14,21,5,17,27100.0
8.9,54,232,10,3,2,12,32500.0
4.6,94,276,49,13,0,27,78900.0
4.7,0,223,1,9,14,0,10000.0
8.5,57,284,13,21,18,13,29600.0
8.1,42,241,19,29,5,6,75300.0
4.4,90,112,10,0,10,7,18800.0
9.8,85,114,16,22,2,27,63100.0
3.9,62,233,41,10,5,13,59400.0
4.7,6,232,38,16,6,17,44200.0
4.2,49,234,27,27,12,5,61600.0
6.8,73,194,38,27,20,23,51000.0
7.8,56,155,20,12,16,20,18400.0
4.7,30,118,46,19,3,3,83900.0
1.1,28,218,11,14,13,25,10000.0
5.7,41,282,26,19,14,16,34200.0
2.2,23,217,38,3,18,0,17800.0
2.7,46,239,9,12,18,25,10000.0
5.8,99,238,6,7,14,7,22800.0
9.0,73,220,27,14,14,6,53900.0
9.3,46,130,46,6,19,5,44400.0
5.3,69,209,1,27,12,19,29800.0
1.9,43,94,29,29,6,17,60200.0
9.5,92,156,47,6,1,6,94600.0
1.4,63,97,49,26,8,25,68700.0
5.1,42,182,15,20,12,1,42800.0
9.9,61,154,5,28,8,2,67100.0
3.7,52,184,32,22,12,0,64000.0
8.0,63,296,24,20,11,18,48900.0
9.0,10,153,17,29,16,14,35500.0
2.1,88,140,7,30,15,8,44600.0
1.6,84,130,40,29,17,5,72900.0
8.7,8,141,35,19,19,4,41300.0
2.4,14,278,2,7,14,21,10000.0
2.5,60,128,26,3,9,22,13500.0
2.7,37,262,45,0,8,25,20500.0
2.3,58,129,42,16,14,19,41000.0
6.9,78,100,1,15,17,22,10000.0
10.0,78,200,3,24,19,3,41400.0
9.0,27,290,50,12,20,25,29100.0
4.5,25,146,6,20,6,10,30500.0
4.1,2,192,14,11,7,14,11300.0
8.1,0,161,1,0,9,28,10000.0
9.1,97,88,50,21,12,16,88800.0
6.5,43,132,49,9,11,18,48400.0
5.5,90,187,36,7,7,21,49500.0
7.0,44,119,24,17,2,10,62700.0
8.5,78,115,19,7,8,23,30900.0
1.6,13,190,26,16,18,25,10000.0
3.6,27,294,42,1,7,15,29800.0
2.4,24,156,23,21,0,27,39500.0
9.9,70,215,36,19,1,18,85300.0
4.7,73,296,5,13,20,13,10000.0
5.8,2,200,2,30,1,24,33200.0
2.0,6,94,44,3,6,28,14300.0
4.2,71,232,7,14,11,28,10000.0
9.8,93,238,32,16,10,19,64500.0
4.1,89,89,7,23,3,11,59400.0
2.1,99,190,3,15,2,9,46400.0
4.1,84,237,50,21,6,10,92900.0
5.0,25,212,1,26,7,0,43500.0
1.1,69,225,14,2,7,19,10000.0
1.7,36,213,30,3,19,23,10000.0
2.4,75,264,38,29,19,18,52800.0
5.7,80,278,40,28,15,5,82400.0
9.9,56,228,24,14,15,19,32600.0
9.1,69,252,12,29,14,11,55400.0
9.6,4,274,37,26,2,0,92400.0
2.0,98,157,48,26,19,18,64400.0
8.7,82,229,2,29,12,11,52500.0
2.1,76,243,33,12,19,21,19000.0
5.7,17,113,4,20,4,28,14500.0
8.4,13,235,13,27,14,24,22200.0
2.5,48,182,7,4,16,12,10000.0
7.1,16,292,0,1,20,24,10000.0
2.0,66,214,20,2,3,19,21800.0
9.7,39,200,41,19,1,3,95600.0
8.6,99,110,50,17,15,5,87400.0
3.5,86,86,14,25,2,20,60300.0
8.1,83,183,10,24,12,18,45100.0
1.4,46,266,0,4,3,4,12600.0
8.6,1,176,25,8,8,12,26500.0
9.6,34,105,18,24,9,3,62400.0
9.8,40,84,47,19,17,13,60100.0
3.7,53,127,25,3,6,17,23800.0
6.2,60,109,28,15,10,16,44900.0
10.0,44,157,44,4,4,4,71200.0
7.1,32,173,26,4,19,2,15800.0
3.4,53,246,43,28,5,9,88700.0
4.7,95,263,11,27,16,21,36400.0
2.2,41,131,40,9,1,0,68200.0
8.9,84,143,6,16,6,4,57000.0
8.7,43,242,3,7,4,21,14800.0
5.9,74,178,2,30,8,17,48000.0
5.0,54,155,15,19,6,15,42700.0
7.0,51,92,21,11,9,19,29800.0
3.6,52,261,43,7,19,17,21300.0
1.8,96,142,4,15,11,7,29900.0
5.8,9,159,16,28,20,11,21300.0
3.3,36,189,14,9,10,19,10000.0
5.1,77,264,47,21,6,13,86800.0
9.9,44,166,48,19,20,1,68500.0
1.8,2,146,33,11,20,6,10000.0
9.4,13,117,21,10,11,25,11700.0
3.1,31,266,15,5,2,4,30000.0
9.5,76,239,7,22,13,13,42800.0
9.3,97,243,2,20,20,19,20700.0
8.5,50,187,46,19,4,4,94500.0
1.8,20,165,16,16,6,15,22600.0
2.5,45,218,22,30,6,21,52500.0
2.4,14,276,25,8,11,16,10000.0
2.7,1,232,22,28,0,27,42700.0
8.9,6,112,3,6,8,12,10000.0
9.5,3,127,39,2,14,16,17900.0
7.4,41,277,24,12,17,17,18100.0
9.3,69,251,26,23,12,8,67800.0
9.2,70,131,40,11,4,12,75900.0
10.0,30,128,37,0,16,17,17000.0
1.7,9,81,42,25,17,1,50600.0
8.2,99,155,8,1,11,17,16600.0
8.0,56,122,29,21,1,7,84300.0
4.4,58,228,22,4,19,3,13200.0
4.7,33,174,0,30,3,24,34300.0
7.9,9,178,27,22,18,15,27500.0
2.0,81,133,2,10,16,14,10000.0
8.7,84,137,37,0,11,18,39600.0
3.9,0,164,36,12,11,21,18800.0
8.4,71,113,47,6,2,20,70100.0
1.1,68,196,31,8,12,8,33600.0
9.4,6,119,0,17,17,12,10000.0
9.4,74,283,10,15,12,23,26500.0
6.3,57,236,45,12,7,5,73700.0
3.0,5,245,49,24,17,23,35500.0
8.9,28,245,42,6,0,0,77200.0
7.9,56,172,16,9,0,3,59100.0
2.7,92,169,43,6,0,18,67000.0
1.8,59,182,4,23,16,15,12800.0
7.4,100,124,40,8,10,5,71800.0
7.5,79,156,41,0,6,19,48700.0
1.3,10,130,41,13,17,22,10100.0
3.4,6,286,33,0,0,6,35600.0
8.3,67,300,0,19,14,9,28200.0
2.5,3,148,16,11,5,8,20400.0
3.6,55,279,18,0,16,5,10000.0
4.7,83,109,41,21,0,6,100800.0
1.5,46,222,35,3,16,7,17300.0
7.2,77,181,4,28,14,25,30500.0
6.4,25,244,29,21,6,23,45800.0
6.3,20,181,47,6,20,25,10000.0
4.0,80,213,5,20,2,19,44000.0
4.0,8,116,11,0,11,20,10000.0
5.4,74,284,28,1,17,7,21500.0
5.3,75,270,11,2,13,18,10000.0
6.2,1,108,9,12,5,17,12700.0
5.7,3,107,11,4,17,6,10000.0
4.0,10,143,6,11,14,19,10000.0
9.3,48,266,10,0,16,6,10000.0
8.1,83,285,17,11,8,21,37600.0
7.4,23,251,41,25,7,17,69200.0
3.0,69,158,25,21,9,20,45200.0
9.2,24,99,9,7,0,26,19100.0
1.8,23,262,28,18,9,5,42500.0
1.3,31,188,17,19,9,26,13400.0
1.1,78,179,50,6,19,16,30600.0
5.8,29,199,10,8,7,23,10000.0
2.4,20,278,37,23,8,28,38300.0
8.8,31,152,15,30,11,26,38900.0
2.8,24,126,1,4,9,19,10000.0
6.0,97,267,35,5,5,9,64600.0
2.7,27,133,40,27,12,28,42000.0
7.4,22,110,23,29,12,27,36900.0
9.6,72,257,15,6,2,7,53800.0
4.3,63,265,45,9,16,19,35000.0
9.3,50,217,43,29,13,0,94100.0
6.1,14,197,7,1,18,25,10000.0
5.2,72,154,19,11,13,12,29500.0
5.2,94,108,38,3,15,8,43100.0
7.1,29,249,39,8,0,18,55900.0
8.0,15,190,8,8,15,28,10000.0
6.1,78,119,33,16,0,28,64600.0
9.1,21,109,24,1,5,21,19000.0
7.3,17,288,24,9,9,21,18200.0
2.7,85,137,27,7,12,10,34400.0
2.0,4,223,48,3,4,11,38700.0
4.2,94,295,10,28,13,12,50600.0
6.8,91,163,15,8,4,11,48900.0
8.2,32,154,17,30,4,1,79000.0
3.6,3,288,2,20,19,23,10000.0
6.0,5,81,8,30,15,18,18500.0
5.0,42,161,15,20,19,6,23600.0
8.1,79,112,25,27,10,22,63400.0
7.3,62,240,28,26,7,24,62200.0
9.0,15,92,49,9,13,17,42000.0
8.0,45,125,7,8,0,12,36500.0
8.3,18,253,37,14,7,6,60000.0
9.8,91,128,47,19,3,28,88400.0
7.8,39,185,28,25,2,11,77800.0
6.3,17,113,40,9,13,14,31200.0
9.9,60,210,18,4,0,20,41800.0
4.3,16,162,6,24,5,6,39400.0
9.1,20,157,36,16,13,5,53200.0
9.7,18,193,12,16,12,2,34800.0
3.8,79,158,42,21,13,11,67800.0
5.3,18,111,50,14,14,10,49000.0
9.7,22,139,31,2,18,25,10000.0
7.3,71,161,4,6,2,14,30900.0
4.7,80,173,22,6,18,17,11400.0
9.7,72,243,19,16,19,16,30000.0
2.1,44,247,42,7,20,28,10000.0
7.3,49,93,40,13,4,1,79800.0
3.4,53,123,23,9,2,3,52200.0
6.6,55,248,3,18,10,3,36700.0
4.5,70,117,35,10,7,8,58000.0
5.5,60,179,16,20,0,24,51000.0
8.7,92,224,40,12,10,14,69000.0
2.3,80,172,21,20,14,1,50600.0
6.9,24,211,46,15,11,24,43500.0
4.4,83,189,17,30,8,16,63700.0
3.7,26,167,27,7,15,20,10000.0
5.5,24,272,17,26,17,18,22200.0
7.6,95,151,15,3,7,2,47200.0
8.6,51,295,23,17,12,26,31000.0
6.2,4,193,27,18,17,27,10000.0
5.2,88,291,46,3,15,13,44300.0
8.5,7,146,0,20,13,3,20100.0
5.8,68,202,34,5,17,17,22500.0
6.4,100,291,35,24,4,0,105800.0
2.2,60,107,27,22,12,1,57400.0
5.5,73,218,30,16,15,24,32900.0
1.2,78,263,13,29,8,27,39300.0
9.9,98,295,2,16,17,8,33200.0
6.5,67,285,44,8,5,15,64100.0
1.6,5,248,30,23,14,0,41200.0
3.9,92,220,3,24,14,0,46400.0
2.2,44,158,25,26,8,9,56600.0
1.4,50,172,24,9,17,28,10000.0
8.1,36,159,26,0,9,21,14000.0
2.0,4,175,14,12,20,12,10000.0
2.8,37,160,15,11,14,6,14200.0
6.4,66,204,24,27,5,15,72100.0
9.6,85,104,48,20,8,24,82700.0
3.0,79,137,41,29,5,17,87200.0
3.0,97,256,28,14,10,8,56100.0
5.6,66,101,38,10,10,0,64000.0
6.2,72,209,16,12,14,5,35000.0
5.5,19,114,11,30,20,5,27700.0
1.9,81,213,49,21,5,14,84600.0
7.6,40,110,50,26,0,17,99200.0
9.5,26,216,31,25,6,2,81300.0
9.8,93,202,45,21,13,4,94000.0
1.4,40,240,42,8,7,6,48800.0
9.0,37,135,46,12,19,21,34100.0
9.2,54,82,42,20,10,10,76600.0
5.4,48,242,28,5,6,1,47700.0
